============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  C(45 MeV) ==> Dead space( 150. mm) =======================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  197  6 .4358736E+08   1506000E+03 -.5291E+06  .1109E+07   .9999991 -.0011812  .0006055
T  198  6 .4358375E+08   1506000E+03 -.5773E+06 -.3560E+06   .9999996 -.0009191 -.0002311
T  199  6 .4357221E+08   1506000E+03  .6673E+06 -.6387E+06   .9999983  .0008552 -.0016232
T  200  6 .4348898E+08   1506000E+03  .1523E+06 -.1336E+06   .9999991 -.0008808 -.0010205
T  201  6 .4354097E+08   1506000E+03  .1761E+05 -.1035E+06   .9999996  .0000941 -.0008491
T  202  6 .4358089E+08   1506000E+03  .1316E+06 -.1039E+07   .9999992 -.0000156 -.0012408
T  203  6 .4360707E+08   1506000E+03 -.1081E+07 -.6429E+06   .9999992 -.0012026 -.0004980
T  204  6 .4352446E+08   1506000E+03  .6130E+06 -.3786E+06   .9999999  .0004150  .0000336
T  205  6 .4359194E+08   1506000E+03 -.1382E+06 -.6916E+06   .9999985 -.0015111 -.0008279
T  206  6 .4349640E+08   1506000E+03  .1626E+07 -.6443E+06   .9999974  .0019422 -.0011654
T  207  6 .4350205E+08   1506000E+03  .2027E+06 -.3850E+06   .9999996  .0001575 -.0008461
T  208  6 .4350454E+08   1506000E+03  .6667E+06 -.6944E+06   .9999988 -.0011019 -.0010613
T  209  6 .4349771E+08   1506000E+03 -.6595E+05  .4563E+06   .9999996 -.0009051 -.0000489
T  210  6 .4351986E+08   1506000E+03  .1265E+06  .7738E+06   .9999986  .0000359  .0016476
T  211  6 .4357554E+08   1506000E+03 -.2757E+06  .8113E+06   .9999994 -.0009904  .0005411
T  212  6 .4352055E+08   1506000E+03  .2604E+06  .6570E+05   .9999999 -.0003273  .0004026
T  213  6 .4357891E+08   1506000E+03 -.4629E+05  .3893E+06   .9999998  .0005391  .0002204
T  214  6 .4358273E+08   1506000E+03 -.1734E+06  .1136E+07   .9999991  .0001333  .0013288
T  215  6 .4359829E+08   1506000E+03  .3429E+06  .2907E+06   .9999997  .0008039  .0002020
T  216  6 .4347129E+08   1506000E+03 -.3542E+06 -.9298E+06   .9999959 -.0028572  .0002365
T  217  6 .4356174E+08   1506000E+03  .1861E+06  .7030E+05   .9999997 -.0003854 -.0006481
T  218  6 .4355506E+08   1506000E+03  .4808E+06 -.1040E+07   .9999996  .0006359 -.0005974
T  219  6 .4354513E+08   1506000E+03  .3409E+05 -.1960E+06   .9999999 -.0002206  .0000045
T  220  6 .4354793E+08   1506000E+03 -.2215E+06 -.2171E+06   .9999999 -.0002414 -.0000805
T  221  6 .4347207E+08   1506000E+03 -.5509E+06 -.3525E+06   .9999993 -.0007337 -.0009804
T  222  6 .4348261E+08   1506000E+03 -.1580E+05  .9537E+06   .9999976  .0008953  .0019824
T  223  6 .4358331E+08   1506000E+03 -.5084E+06  .6171E+06   .9999995  .0005276  .0008937
