============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  C(45 MeV) ==> Dead space+Tr. ROW 0+Tr.( 190. mm) =========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  153  6 .4321498E+08   1906000E+03 -.2271E+07 -.1514E+07   .9999816 -.0042024 -.0043799
T  154  6 .4315770E+08   1906000E+03 -.3695E+07 -.7177E+06   .9999949 -.0031303 -.0006890
T  155  6 .4308063E+08   1906000E+03 -.6339E+06  .8110E+06   .9999984 -.0014854  .0010294
T  156  6 .4314040E+08   1906000E+03  .4260E+06 -.1285E+07   .9999986  .0000747 -.0016714
T  157  6 .4309037E+08   1906000E+03  .8843E+06 -.4968E+06   .9999998  .0004348  .0004605
T  158  6 .4309272E+08   1906000E+03  .2127E+07 -.3767E+06   .9999878  .0041101 -.0027375
T  159  6 .4313993E+08   1906000E+03 -.2198E+07 -.5709E+06   .9999976 -.0018340 -.0012253
T  160  6 .4313492E+08   1906000E+03  .2273E+06  .3658E+06   .9999999 -.0001782 -.0004042
T  161  6 .4311745E+08   1906000E+03  .1027E+07 -.1890E+07   .9999973  .0007087 -.0021922
T  162  6 .4319690E+08   1906000E+03  .1645E+06  .1212E+07   .9999975  .0021903 -.0005032
T  163  6 .4317739E+08   1906000E+03 -.5909E+06 -.9080E+06   .9999984 -.0000963 -.0017719
T  164  6 .4315947E+08   1906000E+03  .1063E+07  .6648E+06   .9999993  .0006839  .0010048
T  165  6 .4318529E+08   1906000E+03  .3909E+06 -.2110E+07   .9999992  .0007816 -.0009444
T  166  6 .4318090E+08   1906000E+03  .1108E+07  .4267E+07   .9999910  .0011949  .0040679
T  167  6 .4317413E+08   1906000E+03  .1948E+07  .1161E+07   .9999994  .0009764  .0005708
T  168  6 .4314396E+08   1906000E+03  .8527E+05 -.1405E+07   .9999982  .0017235 -.0008259
T  169  6 .4307218E+08   1906000E+03 -.3080E+07 -.5150E+07   .9999933 -.0018491 -.0031650
T  170  6 .4309660E+08   1906000E+03 -.3075E+06  .1114E+07   .9999985 -.0007019  .0015630
